"ORPHA:58", "Alexander disease"
"ORPHA:235", "Dubowitz syndrome"
"ORPHA:239", "Dyggve-Melchior-Clausen disease"
"ORPHA:167762", "Rare disease with dentinogenesis imperfecta"
"ORPHA:1672", "Diencephalic syndrome"
"ORPHA:167759", "Hereditary dentin defect"
"ORPHA:833", "Encephalopathy due to sulfite oxidase deficiency"
"ORPHA:167714", "Unclassified acute myeloid leukemia"
"ORPHA:167635", "Scleromyxedema"
"ORPHA:765", "Pyruvate dehydrogenase deficiency"
"ORPHA:395", "Homocystinuria due to methylene tetrahydrofolate reductase deficiency"
"ORPHA:408", "Isolated glycerol kinase deficiency"
"ORPHA:148", "Multiple carboxylase deficiency"
"ORPHA:147", "Carbamoyl-phosphate synthetase 1 deficiency"
"ORPHA:23", "Argininosuccinic aciduria"
"ORPHA:45", "Adenosine monophosphate deaminase deficiency"
"ORPHA:166775", "Rare hemorrhagic disorder due to an acquired coagulation factor defect"
"ORPHA:226", "Dihydropteridine reductase deficiency"
"ORPHA:217", "Isolated Dandy-Walker malformation"
"ORPHA:1564", "Dandy-Walker malformation-facial hemangioma syndrome"
"ORPHA:1556", "Cutis marmorata telangiectatica congenita"
"ORPHA:1538", "Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome"
"ORPHA:1496", "Corpus callosum agenesis-neuronopathy syndrome"
"ORPHA:417", "Neonatal severe primary hyperparathyroidism"
"ORPHA:2233", "Hypogonadism-mitral valve prolapse-intellectual disability syndrome"
"ORPHA:2248", "Hypoplastic left heart syndrome"
"ORPHA:446", "Neonatal hemochromatosis"
"ORPHA:2135", "Hennekam-Beemer syndrome"
"ORPHA:2140", "Congenital diaphragmatic hernia"
"ORPHA:2185", "Congenital hydrocephalus"
"ORPHA:2113", "Congenital hypothalamic hamartoma syndrome"
"ORPHA:2116", "Hartnup disease"
"ORPHA:2118", "Hawkinsinuria"
"ORPHA:167848", "Rare cardiomyopathy"
"ORPHA:351", "Galactosialidosis"
"ORPHA:374", "Goldenhar syndrome"
"ORPHA:2020", "Congenital fiber-type disproportion myopathy"
"ORPHA:2005", "OBSOLETE: Laryngo-tracheo-esophageal cleft-pulmonary hypoplasia syndrome"
"ORPHA:2053", "Freeman-Sheldon syndrome"
"ORPHA:1931", "Frontal encephalocele"
"ORPHA:295", "Fetal parvovirus syndrome"
"ORPHA:1933", "Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria"
"ORPHA:1880", "Ebstein malformation"
"ORPHA:255", "Dopa-responsive dystonia"
"ORPHA:1915", "Fetal alcohol syndrome"
"ORPHA:1885", "Isolated ectopia lentis"
"ORPHA:1851", "Multicystic dysplastic kidney"
"ORPHA:660", "Omphalocele"
"ORPHA:180312", "Rare vulvovaginal tumor"
"ORPHA:635", "Neuroblastoma"
"ORPHA:2612", "Linear nevus sebaceus syndrome"
"ORPHA:2635", "Metatropic dysplasia"
"ORPHA:2655", "Thanatophoric dysplasia"
"ORPHA:180303", "Rare non-malformative uterine adnexal disease"
"ORPHA:606", "Proximal myotonic myopathy"
"ORPHA:705", "Pendred syndrome"
"ORPHA:180779", "Syndromic diaphragmatic or thoracic malformation"
"ORPHA:180776", "Non-syndromic diaphragmatic or thoracic malformation"
"ORPHA:2801", "Juvenile Paget disease"
"ORPHA:884", "Tetrasomy 12p"
"ORPHA:180772", "Rare disease with autism"
"ORPHA:180766", "Malformative syndrome with dentinogenesis imperfecta"
"ORPHA:2785", "Osteopetrosis with renal tubular acidosis"
"ORPHA:2744", "Horizontal gaze palsy with progressive scoliosis"
"ORPHA:2746", "Opsismodysplasia"
"ORPHA:2971", "Peroxisomal acyl-CoA oxidase deficiency"
"ORPHA:2970", "Prune belly syndrome"
"ORPHA:744", "Proteus syndrome"
"ORPHA:2903", "Familial spontaneous pneumothorax"
"ORPHA:2901", "Neuralgic amyotrophy"
"ORPHA:718", "Isolated Pierre Robin syndrome"
"ORPHA:180821", "Rare gastroesophageal tumor"
"ORPHA:180824", "Rare tumor of pancreas"
"ORPHA:717", "Catecholamine-producing tumor"
"ORPHA:181387", "Rare disorder with hypogonadotropic hypogonadism"
"ORPHA:290", "Congenital rubella syndrome"
"ORPHA:3071", "Costello syndrome"
"ORPHA:181390", "Hypogonadotropic hypogonadism associated with other endocrinopathies"
"ORPHA:181381", "Other rare diabetes mellitus"
"ORPHA:181384", "Rare hypothalamic or pituitary disease"
"ORPHA:181371", "Rare diabetes mellitus type 1"
"ORPHA:763", "Pycnodysostosis"
"ORPHA:181376", "Rare diabetes mellitus type 2"
"ORPHA:2983", "Disorder of sex development-intellectual disability syndrome"
"ORPHA:2982", "46,XX disorder of sex development"
"ORPHA:181368", "Rare insulin-resistance syndrome"
"ORPHA:2981", "Pseudo-Zellweger syndrome"
"ORPHA:180202", "Rare non-malformative breast disease"
"ORPHA:2301", "Congenital short bowel syndrome"
"ORPHA:180199", "Rare non-malformative gynecologic or obstetric disease"
"ORPHA:469", "Hereditary fructose intolerance"
"ORPHA:180208", "Anomaly of puberty or/and menstrual cycle"
"ORPHA:2308", "Jacobsen syndrome"
"ORPHA:180205", "Rare non-malformative uterovaginal or vulvovaginal disease"
"ORPHA:2318", "Joubert syndrome with oculorenal defect"
"ORPHA:2253", "Foveal hypoplasia-presenile cataract syndrome"
"ORPHA:180188", "Isolated congenital breast hypoplasia/aplasia"
"ORPHA:180182", "Supernumerary breasts"
"ORPHA:180193", "Syndromic breast hypoplasia/aplasia"
"ORPHA:2300", "Multiple intestinal atresia"
"ORPHA:180226", "Embryonal carcinoma"
"ORPHA:502", "Trichorhinophalangeal syndrome type 2"
"ORPHA:180229", "Polyembryoma"
"ORPHA:2370", "Larsen-like osseous dysplasia-short stature syndrome"
"ORPHA:477", "KID syndrome"
"ORPHA:2343", "Isolated cloverleaf skull syndrome"
"ORPHA:180220", "Rare uterine adnexal tumor"
"ORPHA:2346", "Angioosteohypertrophic syndrome"
"ORPHA:180247", "Vaginal carcinoma"
"ORPHA:506", "Leigh syndrome"
"ORPHA:180250", "Rare breast tumor"
"ORPHA:2430", "Congenital macroglossia"
"ORPHA:180253", "Rare benign breast tumor"
"ORPHA:2414", "Congenital pulmonary lymphangiectasia"
"ORPHA:2373", "Congenital laryngomalacia"
"ORPHA:180234", "Mixed germ cell tumor"
"ORPHA:180237", "Benign tumor of fallopian tubes"
"ORPHA:2377", "Laurence-Moon syndrome"
"ORPHA:2374", "Congenital laryngeal web"
"ORPHA:180242", "Malignant tumor of fallopian tubes"
"ORPHA:2466", "MASA syndrome"
"ORPHA:180275", "Paget disease of the nipple"
"ORPHA:560", "Marshall syndrome"
"ORPHA:587", "Muir-Torre syndrome"
"ORPHA:570", "Moebius syndrome"
"ORPHA:1505", "Short rib-polydactyly syndrome"
"ORPHA:180257", "Rare malignant breast tumor"
"ORPHA:180261", "Phyllodes tumor of the breast"
"ORPHA:2431", "Central bilateral macrogyria"
"ORPHA:180267", "Giant adenofibroma of the breast"
"ORPHA:2444", "Congenital pulmonary airway malformation"
"ORPHA:612", "Potassium-aggravated myotonia"
"ORPHA:179494", "Obesity due to leptin receptor gene deficiency"
"ORPHA:716", "Phenylketonuria"
"ORPHA:179490", "Obesity due to congenital leptin resistance"
"ORPHA:180071", "Unilateral aplasia of the Müllerian ducts"
"ORPHA:180068", "Partial bilateral aplasia of the Müllerian ducts"
"ORPHA:180065", "Non-syndromic uterovaginal malformation"
"ORPHA:287", "Classical Ehlers-Danlos syndrome"
"ORPHA:180062", "Uterovaginal malformation"
"ORPHA:180106", "Bicervical bicornuate uterus and blind hemivagina"
"ORPHA:180086", "Didelphys uterus"
"ORPHA:180079", "Pseudounicornuate uterus"
"ORPHA:180074", "True unicornuate uterus"
"ORPHA:180122", "Septate uterus"
"ORPHA:180118", "Cordiform uterus"
"ORPHA:180114", "Unicervical bicornuate uterus"
"ORPHA:180111", "Bicervical bicornuate uterus with patent cervix and vagina"
"ORPHA:180134", "Bicornuate uterus"
"ORPHA:180139", "Uterine hypoplasia"
"ORPHA:180126", "Complete septate uterus"
"ORPHA:180129", "Partial septate uterus"
"ORPHA:180148", "Syndromic uterovaginal malformation"
"ORPHA:1020", "Early-onset autosomal dominant Alzheimer disease"
"ORPHA:180151", "Rare vaginal malformation"
"ORPHA:63", "Alport syndrome"
"ORPHA:54", "X-linked recessive ocular albinism"
"ORPHA:180142", "Absence of uterine body"
"ORPHA:180145", "Uterine cervical aplasia and agenesis"
"ORPHA:180160", "Transverse vaginal septum"
"ORPHA:154", "Familial isolated dilated cardiomyopathy"
"ORPHA:180163", "Rare breast malformation"
"ORPHA:84", "Fanconi anemia"
"ORPHA:180154", "Septate vagina"
"ORPHA:70", "Proximal spinal muscular atrophy"
"ORPHA:69", "Amyloidosis"
"ORPHA:180157", "Longitudinal vaginal septum"
"ORPHA:180173", "Deficient breast volume or number"
"ORPHA:180176", "Familial juvenile hypertrophy of the breast"
"ORPHA:191", "Cockayne syndrome"
"ORPHA:166", "Charcot-Marie-Tooth disease/Hereditary motor and sensory neuropathy"
"ORPHA:180170", "Excess breast volume or number"
"ORPHA:178551", "Aggressive primary cutaneous T-cell lymphoma"
"ORPHA:178548", "Indolent primary cutaneous T-cell lymphoma"
"ORPHA:834", "Free sialic acid storage disease"
"ORPHA:178557", "Indolent primary cutaneous B-cell lymphoma"
"ORPHA:178554", "Aggressive primary cutaneous B-cell lymphoma"
"ORPHA:3135", "Familial Scheuermann disease"
"ORPHA:799", "Schizencephaly"
"ORPHA:178563", "Primary cutaneous B-cell lymphoma"
"ORPHA:3151", "Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome"
"ORPHA:178566", "Mycosis fungoides and variants"
"ORPHA:813", "Silver-Russell syndrome"
"ORPHA:3169", "Sirenomelia"
"ORPHA:816", "Sjögren-Larsson syndrome"
"ORPHA:821", "Sotos syndrome"
"ORPHA:3173", "Infantile spasms-broad thumbs syndrome"
"ORPHA:3204", "Stormorken-Sjaastad-Langslet syndrome"
"ORPHA:3205", "Sturge-Weber syndrome"
"ORPHA:3320", "Thrombocytopenia-absent radius syndrome"
"ORPHA:178996", "Acquired neutropenia"
"ORPHA:3346", "Tracheal agenesis"
"ORPHA:179006", "Primary immunodeficiency due to a defect in adaptive immunity"
"ORPHA:858", "Congenital toxoplasmosis"
"ORPHA:1245", "BIDS syndrome"
"ORPHA:3390", "Proximal tubulopathy-diabetes mellitus-cerebellar ataxia syndrome"
"ORPHA:887", "VACTERL/VATER association"
"ORPHA:291", "Congenital varicella syndrome"
"ORPHA:909", "Cerebrotendinous xanthomatosis"
"ORPHA:3447", "Weaver syndrome"
"ORPHA:1422", "Chondrodysplasia-disorder of sex development syndrome"
"ORPHA:178478", "Infant botulism"
"ORPHA:178481", "Intestinal botulism"
"ORPHA:178469", "Autosomal dominant non-syndromic intellectual disability"
"ORPHA:178475", "Wound botulism"
"ORPHA:178461", "X-linked myopathy with postural muscle atrophy"
"ORPHA:178464", "Hereditary myopathy with early respiratory failure"
"ORPHA:178396", "Hemorrhagic disease due to alpha-1-antitrypsin Pittsburgh mutation"
"ORPHA:178400", "Distal myopathy with anterior tibial onset"
"ORPHA:178382", "Congenital vertical talus"
"ORPHA:178389", "Osteopetrosis-hypogammaglobulinemia syndrome"
"ORPHA:62", "Alpha-sarcoglycan-related  limb-girdle muscular dystrophy R3"
"ORPHA:178364", "Syndromic microphthalmia type 5"
"ORPHA:715", "Glycogen storage disease due to muscle phosphorylase kinase deficiency"
"ORPHA:178377", "Osteosclerosis-developmental delay-craniosynostosis syndrome"
"ORPHA:348", "Fructose-1,6-bisphosphatase deficiency"
"ORPHA:178345", "Aromatase excess syndrome"
"ORPHA:178355", "Smith-McCort dysplasia"
"ORPHA:178338", "UV-sensitive syndrome"
"ORPHA:3137", "Alpha-N-acetylgalactosaminidase deficiency"
"ORPHA:178342", "Inflammatory myofibroblastic tumor"
"ORPHA:178544", "Primary cutaneous diffuse large B-cell lymphoma, leg type"
"ORPHA:178540", "Primary cutaneous follicle center lymphoma"
"ORPHA:117", "Behçet disease"
"ORPHA:732", "Polymyositis"
"ORPHA:178536", "Primary cutaneous marginal zone B-cell lymphoma"
"ORPHA:178533", "Primary cutaneous gamma/delta-positive T-cell lymphoma"
"ORPHA:221", "Dermatomyositis"
"ORPHA:598", "Multiminicore myopathy"
"ORPHA:178528", "Primary cutaneous aggressive epidermotropic CD8+ T-cell lymphoma"
"ORPHA:204", "Sporadic Creutzfeldt-Jakob disease"
"ORPHA:178522", "Primary cutaneous CD4+ small/medium-sized pleomorphic T-cell lymphoma"
"ORPHA:178517", "Localized pagetoid reticulosis"
"ORPHA:178512", "Folliculotropic mycosis fungoides"
"ORPHA:178509", "Perry syndrome"
"ORPHA:178506", "Brain calcification, Rajab type"
"ORPHA:178503", "Dursun syndrome"
"ORPHA:611", "Inclusion body myositis"
"ORPHA:178493", "Myopic macular degeneration"
"ORPHA:178487", "Adult intestinal botulism"
"ORPHA:177926", "Symptomatic form of hemophilia A in female carriers"
"ORPHA:581", "Mucopolysaccharidosis type 3"
"ORPHA:177929", "Symptomatic form of hemophilia B in female carriers"
"ORPHA:178025", "Non-acquired combined pituitary hormone deficiencies without extrapituitary malformations"
"ORPHA:685", "Hereditary spastic paraplegia"
"ORPHA:666", "Osteogenesis imperfecta"
"ORPHA:178029", "Central diabetes insipidus"
"ORPHA:177901", "Prader-Willi syndrome due to paternal deletion of 15q11q13 type 1"
"ORPHA:423", "Malignant hyperthermia of anesthesia"
"ORPHA:177904", "Prader-Willi syndrome due to paternal deletion of 15q11q13 type 2"
"ORPHA:418", "Congenital adrenal hyperplasia"
"ORPHA:177907", "Prader-Willi syndrome due to translocation"
"ORPHA:177910", "Prader-Willi syndrome due to imprinting mutation"
"ORPHA:216", "Neuronal ceroid lipofuscinosis"
"ORPHA:364", "Glycogen storage disease due to glucose-6-phosphatase deficiency"
"ORPHA:177101", "Rare adult hypothyroidism"
"ORPHA:355", "Gaucher disease"
"ORPHA:388", "Hirschsprung disease"
"ORPHA:177107", "Syndromic hypothyroidism"
"ORPHA:448", "Hemophilia"
"ORPHA:304", "Epidermolysis bullosa simplex"
"ORPHA:174590", "Congenital hypogonadotropic hypogonadism"
"ORPHA:354", "GM1 gangliosidosis"
"ORPHA:178320", "Acute lung injury"
"ORPHA:178315", "Undifferentiated embryonal sarcoma of the liver"
"ORPHA:178333", "Åland Islands eye disease"
"ORPHA:760", "Purine nucleoside phosphorylase deficiency"
"ORPHA:178330", "OBSOLETE: Heinz body anemia"
"ORPHA:270", "Oculopharyngeal muscular dystrophy"
"ORPHA:178303", "8q22.1 microdeletion syndrome"
"ORPHA:244", "Primary ciliary dyskinesia"
"ORPHA:178148", "Antenatal multiminicore disease with arthrogryposis multiplex congenita"
"ORPHA:178311", "Isolated sternocostoclavicular hyperostosis"
"ORPHA:178307", "Reticulate acropigmentation of Kitamura"
"ORPHA:589", "Myasthenia gravis"
"ORPHA:805", "Tuberous sclerosis complex"
"ORPHA:886", "Usher syndrome"
"ORPHA:178145", "Moderate multiminicore disease with hand involvement"
"ORPHA:3440", "Waardenburg syndrome"
"ORPHA:178040", "Rare peripheral precocious puberty"
"ORPHA:702", "Pelizaeus-Merzbacher disease"
"ORPHA:738", "Porphyria"
"ORPHA:768", "Familial long QT syndrome"
"ORPHA:178045", "Transient congenital hypothyroidism"
"ORPHA:791", "Retinitis pigmentosa"
"ORPHA:172985", "OBSOLETE: Congenital myopathy with vacuoles"
"ORPHA:375", "Anti-glomerular basement membrane disease"
"ORPHA:2054", "OBSOLETE: Osteochondritis of tarsal/metatarsal bone"
"ORPHA:172979", "OBSOLETE: Congenital myopathy with central nuclei"
"ORPHA:183", "Eosinophilic granulomatosis with polyangiitis"
"ORPHA:172982", "OBSOLETE: Congenital myopathy with fiber size variation"
"ORPHA:1164", "Allergic bronchopulmonary aspergillosis"
"ORPHA:2406", "Locked-in syndrome"
"ORPHA:509", "Leptospirosis"
"ORPHA:761", "Immunoglobulin A vasculitis"
"ORPHA:2131", "Alternating hemiplegia of childhood"
"ORPHA:171901", "Primary cutaneous T-cell lymphoma"
"ORPHA:713", "Glycogen storage disease due to phosphoglycerate kinase 1 deficiency"
"ORPHA:171915", "B-cell non-Hodgkin lymphoma"
"ORPHA:57", "Glycogen storage disease due to aldolase A deficiency"
"ORPHA:171895", "Myeloid hemopathy"
"ORPHA:171898", "Lymphoid hemopathy"
"ORPHA:172973", "OBSOLETE: Congenital myopathy with protein accumulation"
"ORPHA:249", "Fibrous dysplasia of bone"
"ORPHA:172976", "Congenital myopathy with cores"
"ORPHA:2334", "Autosomal dominant keratitis"
"ORPHA:171918", "T-cell non-Hodgkin lymphoma"
"ORPHA:755", "Leydig cell hypoplasia"
"ORPHA:171929", "Trisomy 10p"
"ORPHA:187", "Citrullinemia"
"ORPHA:46", "Adenylosuccinate lyase deficiency"
"ORPHA:442", "Congenital hypothyroidism"
"ORPHA:43", "X-linked adrenoleukodystrophy"
"ORPHA:3166", "Sialuria"
"ORPHA:2882", "Sitosterolemia"
"ORPHA:810", "Shigellosis"
"ORPHA:3165", "Eosinophilic fasciitis"
"ORPHA:2420", "Primary pulmonary lymphoma"
"ORPHA:727", "Microscopic polyangiitis"
"ORPHA:900", "Granulomatosis with polyangiitis"
"ORPHA:863", "Trichinellosis"
"ORPHA:171695", "Parkinsonian-pyramidal syndrome"
"ORPHA:134", "Beta-ketothiolase deficiency"
"ORPHA:171700", "Diffuse panbronchiolitis"
"ORPHA:984", "Pulmonary agenesis"
"ORPHA:171703", "Microcephaly-polymicrogyria-corpus callosum agenesis syndrome"
"ORPHA:171706", "Short stature-delayed bone age due to thyroid hormone metabolism deficiency"
"ORPHA:171709", "Male infertility due to globozoospermia"
"ORPHA:171714", "Amish infantile epilepsy syndrome"
"ORPHA:171719", "Cutis laxa-Marfanoid syndrome"
"ORPHA:1163", "Aspergillosis"
"ORPHA:171723", "White sponge nevus"
"ORPHA:3467", "Hereditary xanthinuria"
"ORPHA:171673", "Limbal stem cell deficiency"
"ORPHA:171676", "Periventricular leukomalacia"
"ORPHA:511", "Maple syrup urine disease"
"ORPHA:171680", "Lissencephaly due to TUBA1A mutation"
"ORPHA:32", "Glutathione synthetase deficiency"
"ORPHA:171684", "Idiopathic bilateral vestibulopathy"
"ORPHA:171690", "Metabolic myopathy due to lactate transporter defect"
"ORPHA:26", "Methylmalonic acidemia with homocystinuria"
"ORPHA:171863", "Autosomal dominant spastic paraplegia type 42"
"ORPHA:171860", "Intellectual disability-cataracts-kyphosis syndrome"
"ORPHA:171871", "Renal pseudohypoaldosteronism type 1"
"ORPHA:322", "Exstrophy-epispadias complex"
"ORPHA:171866", "Spondyloepimetaphyseal dysplasia, aggrecan type"
"ORPHA:2368", "Gastroschisis"
"ORPHA:171881", "Cap myopathy"
"ORPHA:2512", "Autosomal recessive primary microcephaly"
"ORPHA:2913", "Non-syndromic polydactyly"
"ORPHA:171876", "Generalized pseudohypoaldosteronism type 1"
"ORPHA:795", "Rare form of salmonellosis"
"ORPHA:171889", "Myopathy with hexagonally cross-linked tubular arrays"
"ORPHA:797", "Sarcoidosis"
"ORPHA:171886", "Cylindrical spirals myopathy"
"ORPHA:171836", "Amelogenesis imperfecta-gingival hyperplasia syndrome"
"ORPHA:92", "Juvenile idiopathic arthritis"
"ORPHA:171829", "6q16 microdeletion syndrome"
"ORPHA:1201", "Atresia of small intestine"
"ORPHA:171844", "Blindness-scoliosis-arachnodactyly syndrome"
"ORPHA:171839", "Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome"
"ORPHA:1202", "Larynx atresia"
"ORPHA:1199", "Esophageal atresia"
"ORPHA:171851", "MEDNIK syndrome"
"ORPHA:171848", "Polyneuropathy-hearing loss-ataxia-retinitis pigmentosa-cataract syndrome"
"ORPHA:1304", "Brucellosis"
"ORPHA:173", "Cholera"
"ORPHA:1428", "Familial chondromalacia patellae"
"ORPHA:200037", "Paroxysmal dystonia"
"ORPHA:3303", "Tetralogy of Fallot"
"ORPHA:200418", "Immunodeficiency with factor I anomaly"
"ORPHA:730", "Autosomal dominant polycystic kidney disease"
"ORPHA:200421", "Immunodeficiency with factor H anomaly"
"ORPHA:486", "Autosomal dominant severe congenital neutropenia"
"ORPHA:1209", "Tricuspid atresia"
"ORPHA:199647", "Isolated encephalocele"
"ORPHA:98", "Autosomal recessive spastic ataxia of Charlevoix-Saguenay"
"ORPHA:1478", "Interatrial communication"
"ORPHA:330", "Congenital factor XII deficiency"
"ORPHA:1482", "Gonococcal conjunctivitis"
"ORPHA:1959", "Evans syndrome"
"ORPHA:284", "Alveolar echinococcosis"
"ORPHA:1177", "Early-onset cerebellar ataxia with retained tendon reflexes"
"ORPHA:828", "Stickler syndrome"
"ORPHA:1431", "Paroxysmal dyskinesia"
"ORPHA:293", "Congenital herpes simplex virus infection"
"ORPHA:199340", "Muscular dystrophy, Selcen type"
"ORPHA:199337", "Pancreatic insufficiency-anemia-hyperostosis syndrome"
"ORPHA:234", "Dubin-Johnson syndrome"
"ORPHA:199348", "Thiamine-responsive encephalopathy"
